Unnamed: 0,epoch,train_epoch_time,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_iter_time,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_epoch_time,val_loss,val_lr,val_params,val_iter_time,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_epoch_time,test_loss,test_lr,test_params,test_iter_time,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
52,52,14.10602,28847.84348,8.01329,0.28451762,0.001,423737,0.04507,0.28452,0.84317,0.97301,0.63414,0.79633,0.59436,0.26989308,0.0,423737,0.01857,0.26989,0.82496,0.98629,0.68943,0.83032,0.60549,0.2424462,0.0,423737,0.01892,0.24245,0.94385,0.9804,0.22842,0.47793,0.9831,1.0169,1.2389,0.7611,1.2602,0.7399,1.1654,0.8346,1.1899,0.8101,1.2994,0.7006,1.2942,0.7058,1.1992,0.8008,1.2418,0.7582,1.4282,0.5719
53,53,14.05832,28805.7023,8.00158,0.28056486,0.00099999,423737,0.04491,0.28056,0.85156,0.97707,0.60022,0.77474,0.59138,0.24790439,0.0,423737,0.01848,0.2479,0.81026,0.98486,0.74735,0.86449,0.59213,0.24827646,0.0,423737,0.0185,0.24828,0.88188,0.97842,0.48053,0.6932,0.9977,1.0023,1.2438,0.7562,1.2636,0.7365,1.166,0.834,1.202,0.798,1.3111,0.6889,1.3136,0.6865,1.2208,0.7792,1.2528,0.7472,1.4448,0.5552
54,54,14.10439,28766.21131,7.99061,0.26960504,0.00099999,423737,0.04506,0.26961,0.84546,0.97664,0.62486,0.79048,0.59147,0.25587382,0.0,423737,0.01848,0.25587,0.82622,0.98214,0.68446,0.82732,0.59018,0.2204776,0.0,423737,0.01844,0.22048,0.94648,0.98005,0.21772,0.4666,0.9782,1.0218,1.2465,0.7535,1.2661,0.7339,1.1637,0.8363,1.2116,0.7884,1.32,0.68,1.3084,0.6916,1.2063,0.7937,1.2511,0.7488,1.4628,0.5372
55,55,14.06721,28726.33651,7.97954,0.26118244,0.00099998,423737,0.04494,0.26118,0.85499,0.97726,0.58632,0.76571,0.59338,0.26333985,0.0,423737,0.01854,0.26334,0.82785,0.9815,0.67805,0.82344,0.60726,0.24075757,0.0,423737,0.01898,0.24076,0.94425,0.97962,0.2268,0.47624,0.966,1.034,1.2475,0.7525,1.2785,0.7216,1.1772,0.8228,1.2185,0.7815,1.3446,0.6554,1.3312,0.6688,1.22,0.78,1.2695,0.7305,1.4729,0.5271
56,56,14.10794,28688.75547,7.9691,0.25415357,0.00099998,423737,0.04507,0.25415,0.85806,0.97997,0.57391,0.75757,0.59354,0.26338661,0.0,423737,0.01855,0.26339,0.81457,0.9787,0.73036,0.85461,0.59298,0.23780941,0.0,423737,0.01853,0.23781,0.92877,0.97238,0.28977,0.5383,0.9712,1.0288,1.2483,0.7517,1.2891,0.7109,1.1914,0.8086,1.2141,0.7859,1.3551,0.6449,1.341,0.659,1.2255,0.7745,1.2641,0.7359,1.4815,0.5185
57,57,14.06417,28650.51831,7.95848,0.25139078,0.00099997,423737,0.04493,0.25139,0.86118,0.98035,0.5613,0.7492,0.59331,0.249343,0.0,423737,0.01854,0.24934,0.83874,0.98503,0.63515,0.79697,0.61026,0.22876745,0.0,423737,0.01907,0.22877,0.95103,0.98073,0.19922,0.44635,0.9858,1.0141,1.2538,0.7462,1.2975,0.7026,1.1889,0.8111,1.218,0.7819,1.3619,0.6381,1.3446,0.6554,1.2327,0.7673,1.2639,0.7361,1.485,0.515
58,58,14.06999,28613.29194,7.94814,0.2619033,0.00099996,423737,0.04495,0.2619,0.85381,0.97881,0.59112,0.76884,0.59491,0.26625206,0.0,423737,0.01859,0.26625,0.8451,0.98514,0.61013,0.78111,0.60773,0.24050611,0.0,423737,0.01899,0.24051,0.95358,0.98317,0.18886,0.43457,0.9807,1.0193,1.2592,0.7408,1.3022,0.6978,1.1896,0.8104,1.2282,0.7717,1.3745,0.6256,1.3529,0.6471,1.2408,0.7592,1.2615,0.7385,1.507,0.493
59,59,14.07193,28576.90041,7.93803,0.24629874,0.00099995,423737,0.04496,0.2463,0.86475,0.9814,0.54689,0.73952,0.59988,0.26622693,0.0,423737,0.01875,0.26623,0.83626,0.98583,0.64491,0.80307,0.60587,0.25699208,0.0,423737,0.01893,0.25699,0.94452,0.98204,0.22572,0.4751,0.9657,1.0343,1.2437,0.7563,1.3252,0.6748,1.1805,0.8195,1.231,0.769,1.3861,0.6139,1.3568,0.6432,1.2253,0.7747,1.2538,0.7462,1.5047,0.4953
60,60,14.10143,28542.17844,7.92838,0.24514551,0.00099994,423737,0.04505,0.24515,0.86434,0.98044,0.54851,0.74061,0.5938,0.26320117,0.0,423737,0.01856,0.2632,0.84033,0.98542,0.62892,0.79304,0.59334,0.24344525,0.0,423737,0.01854,0.24345,0.94267,0.98006,0.23323,0.48294,0.9616,1.0384,1.2437,0.7563,1.3434,0.6567,1.1986,0.8014,1.2369,0.7631,1.3979,0.6021,1.3612,0.6388,1.2463,0.7537,1.2711,0.7289,1.518,0.482
61,61,14.08136,28507.49416,7.91875,0.25200452,0.00099992,423737,0.04499,0.252,0.85744,0.9796,0.57643,0.75923,0.61374,0.23056432,0.0,423737,0.01918,0.23056,0.84405,0.98779,0.61425,0.78374,0.6038,0.2072392,0.0,423737,0.01887,0.20724,0.95186,0.98431,0.19586,0.44256,0.9581,1.0419,1.233,0.767,1.357,0.643,1.193,0.807,1.2413,0.7587,1.4021,0.5979,1.3799,0.6201,1.2398,0.7602,1.2693,0.7307,1.5227,0.4774
62,62,14.08528,28473.58445,7.90933,0.26074877,0.00099991,423737,0.045,0.26075,0.85486,0.97785,0.58686,0.76607,0.59278,0.23792835,0.0,423737,0.01852,0.23793,0.83293,0.98628,0.65804,0.81119,0.59135,0.21099534,0.0,423737,0.01848,0.211,0.94592,0.9816,0.22003,0.46908,0.9512,1.0488,1.2492,0.7508,1.3603,0.6397,1.1887,0.8113,1.2337,0.7663,1.421,0.579,1.3809,0.6191,1.2412,0.7588,1.2799,0.7201,1.5411,0.4589
63,63,14.09012,28440.44075,7.90012,0.24603786,0.00099989,423737,0.04502,0.24604,0.8616,0.98019,0.55959,0.74806,0.60012,0.22912017,0.0,423737,0.01875,0.22912,0.83831,0.98667,0.63686,0.79803,0.60203,0.20304422,0.0,423737,0.01881,0.20304,0.94625,0.98221,0.21866,0.46761,0.9499,1.0501,1.2386,0.7614,1.3621,0.6379,1.2063,0.7937,1.2465,0.7534,1.4428,0.5572,1.3881,0.6119,1.2374,0.7626,1.293,0.707,1.5449,0.4551
64,64,14.06591,28407.1624,7.89088,0.25062665,0.00099987,423737,0.04494,0.25063,0.85891,0.98136,0.5705,0.75532,0.59543,0.24071571,0.0,423737,0.01861,0.24072,0.83579,0.98817,0.64679,0.80423,0.59278,0.22707228,0.0,423737,0.01852,0.22707,0.9384,0.98363,0.25062,0.50062,0.9363,1.0637,1.2481,0.7519,1.3748,0.6252,1.1996,0.8004,1.2538,0.7462,1.4509,0.5491,1.3947,0.6053,1.2355,0.7644,1.2937,0.7063,1.553,0.447
65,65,14.07466,28374.72276,7.88187,0.25668887,0.00099985,423737,0.04497,0.25669,0.85227,0.97922,0.59734,0.77288,0.60106,0.26626627,0.0,423737,0.01878,0.26627,0.83284,0.98661,0.65838,0.81141,0.61874,0.24269289,0.0,423737,0.01934,0.24269,0.95167,0.98339,0.19664,0.44344,0.9421,1.0579,1.2425,0.7575,1.3835,0.6165,1.2008,0.7992,1.2569,0.7431,1.4497,0.5503,1.4036,0.5964,1.2384,0.7616,1.3002,0.6998,1.5652,0.4349
66,66,14.1262,28344.31833,7.87342,0.2247932,0.00099983,423737,0.04513,0.22479,0.87084,0.98406,0.52225,0.72267,0.59371,0.23925728,0.0,423737,0.01855,0.23926,0.85079,0.98716,0.58771,0.76662,0.59311,0.20508311,0.0,423737,0.01853,0.20508,0.95387,0.98265,0.18766,0.43319,0.9328,1.0672,1.2363,0.7637,1.4055,0.5945,1.2185,0.7815,1.2771,0.7229,1.4516,0.5484,1.4131,0.5869,1.2284,0.7716,1.2925,0.7075,1.5626,0.4374
67,67,14.06285,28312.59281,7.86461,0.23666444,0.00099981,423737,0.04493,0.23666,0.86374,0.98163,0.55094,0.74225,0.59334,0.2775285,0.0,423737,0.01854,0.27753,0.82211,0.983,0.70068,0.83707,0.58952,0.2626427,0.0,423737,0.01842,0.26264,0.93254,0.98112,0.27444,0.52387,0.9333,1.0667,1.2479,0.7521,1.4201,0.58,1.2209,0.7791,1.2696,0.7303,1.463,0.537,1.4113,0.5887,1.2342,0.7658,1.2973,0.7027,1.5742,0.4258
68,68,14.15893,28284.06795,7.85669,0.24559016,0.00099979,423737,0.04524,0.24559,0.85717,0.98056,0.5775,0.75994,0.59311,0.24281645,0.0,423737,0.01853,0.24282,0.84429,0.98541,0.61332,0.78315,0.60643,0.20813953,0.0,423737,0.01895,0.20814,0.95517,0.98342,0.18236,0.42704,0.9274,1.0726,1.2422,0.7578,1.4218,0.5783,1.2309,0.7691,1.2518,0.7482,1.4619,0.5381,1.4247,0.5753,1.2564,0.7436,1.2983,0.7017,1.5808,0.4193
69,69,14.12695,28255.07184,7.84863,0.2313104,0.00099977,423737,0.04513,0.23131,0.86159,0.98209,0.55966,0.7481,0.59328,0.21278921,0.0,423737,0.01854,0.21279,0.83721,0.98855,0.64118,0.80074,0.63739,0.19210294,0.0,423737,0.01992,0.1921,0.95387,0.98364,0.18767,0.43321,0.9309,1.0691,1.2585,0.7415,1.4238,0.5762,1.2379,0.7621,1.2659,0.7341,1.4765,0.5235,1.426,0.574,1.2391,0.7609,1.2903,0.7097,1.5906,0.4094
70,70,14.14003,28226.85004,7.84079,0.23159015,0.00099974,423737,0.04518,0.23159,0.86381,0.98262,0.55065,0.74206,0.59335,0.26098999,0.0,423737,0.01854,0.26099,0.82446,0.98466,0.69142,0.83152,0.59419,0.24178577,0.0,423737,0.01857,0.24179,0.93948,0.97897,0.24619,0.49618,0.938,1.062,1.2683,0.7317,1.4142,0.5859,1.2321,0.7679,1.2777,0.7223,1.4934,0.5066,1.435,0.565,1.2474,0.7526,1.2872,0.7128,1.6049,0.3951
71,71,14.09638,28197.85059,7.83274,0.22489307,0.00099971,423737,0.04504,0.22489,0.86473,0.98251,0.54693,0.73955,0.61398,0.20794169,0.0,423737,0.01919,0.20794,0.85268,0.98878,0.58028,0.76176,0.61598,0.18713332,0.0,423737,0.01925,0.18713,0.95767,0.98409,0.17221,0.41499,0.9478,1.0522,1.2742,0.7258,1.4377,0.5623,1.2408,0.7592,1.2853,0.7146,1.5038,0.4963,1.4427,0.5573,1.2509,0.7491,1.2821,0.7179,1.6153,0.3847
72,72,14.1233,28169.96994,7.82499,0.22740528,0.00099969,423737,0.04512,0.22741,0.86854,0.98206,0.53154,0.72907,0.59236,0.22188345,0.0,423737,0.01851,0.22188,0.84359,0.98813,0.61608,0.78491,0.58966,0.1921085,0.0,423737,0.01843,0.19211,0.95553,0.98404,0.18093,0.42535,0.9311,1.0688,1.289,0.711,1.4346,0.5654,1.2551,0.7449,1.3018,0.6982,1.5036,0.4964,1.4559,0.5441,1.2584,0.7416,1.2894,0.7106,1.6401,0.3599
73,73,14.14488,28143.02288,7.81751,0.22518311,0.00099966,423737,0.04519,0.22518,0.86907,0.9827,0.52939,0.72759,0.60537,0.22121875,0.0,423737,0.01892,0.22122,0.84558,0.98885,0.60824,0.7799,0.62555,0.19884787,0.0,423737,0.01955,0.19885,0.95637,0.98465,0.17749,0.42129,0.9358,1.0642,1.2751,0.7249,1.443,0.557,1.2707,0.7293,1.31,0.69,1.5344,0.4656,1.4643,0.5357,1.2568,0.7432,1.2953,0.7047,1.6307,0.3693
74,74,14.12284,28115.85158,7.80996,0.22353117,0.00099963,423737,0.04512,0.22353,0.86662,0.98343,0.53929,0.73436,0.59412,0.21422047,0.0,423737,0.01857,0.21422,0.84125,0.98828,0.62529,0.79075,0.59416,0.18839416,0.0,423737,0.01857,0.18839,0.95528,0.98501,0.18195,0.42655,0.909,1.091,1.2638,0.7362,1.4554,0.5446,1.2715,0.7285,1.3049,0.695,1.531,0.469,1.4607,0.5393,1.261,0.739,1.2981,0.7019,1.6402,0.3598
75,75,14.14398,28089.55874,7.80266,0.22643648,0.00099959,423737,0.04519,0.22644,0.86738,0.98261,0.53625,0.73229,0.62103,0.21811428,0.0,423737,0.01941,0.21811,0.84993,0.98885,0.5911,0.76883,0.6061,0.18724616,0.0,423737,0.01894,0.18725,0.95462,0.98411,0.18462,0.42967,0.9133,1.0867,1.2678,0.7322,1.4614,0.5386,1.2663,0.7337,1.2884,0.7116,1.5287,0.4713,1.4592,0.5408,1.2441,0.7559,1.2944,0.7056,1.6454,0.3546
76,76,14.12089,28063.00474,7.79528,0.23253726,0.00099956,423737,0.04511,0.23254,0.86248,0.98235,0.55603,0.74568,0.59461,0.22901015,0.0,423737,0.01858,0.22901,0.83255,0.98709,0.65954,0.81212,0.59335,0.18829164,0.0,423737,0.01854,0.18829,0.95555,0.98354,0.18082,0.42523,0.8953,1.1047,1.261,0.739,1.4715,0.5285,1.2618,0.7382,1.2914,0.7086,1.5323,0.4677,1.4619,0.5381,1.2417,0.7583,1.2905,0.7094,1.6461,0.3539
77,77,14.08588,28035.907,7.78775,0.2259802,0.00099953,423737,0.045,0.22598,0.86039,0.98336,0.56449,0.75133,0.61678,0.19721945,0.0,423737,0.01927,0.19722,0.84187,0.98916,0.62284,0.7892,0.60784,0.18236632,0.0,423737,0.01899,0.18237,0.95511,0.98477,0.18263,0.42735,0.9266,1.0734,1.2704,0.7296,1.4771,0.5229,1.2631,0.7369,1.3084,0.6916,1.5505,0.4495,1.4641,0.5359,1.2458,0.7542,1.3057,0.6943,1.6498,0.3502
78,78,14.19302,28011.74393,7.78104,0.21746371,0.00099949,423737,0.04535,0.21746,0.86674,0.98441,0.53884,0.73406,0.59578,0.20066648,0.0,423737,0.01862,0.20067,0.84815,0.98879,0.59809,0.77336,0.5959,0.18347306,0.0,423737,0.01862,0.18347,0.95452,0.98504,0.18503,0.43015,0.9165,1.0835,1.269,0.731,1.5039,0.4961,1.2675,0.7325,1.3123,0.6877,1.5678,0.4322,1.465,0.535,1.2413,0.7587,1.2993,0.7007,1.6499,0.3501
79,79,14.1032,27985.67436,7.7738,0.21921545,0.00099945,423737,0.04506,0.21922,0.86559,0.98356,0.54346,0.7372,0.59683,0.23429787,0.0,423737,0.01865,0.2343,0.84525,0.98646,0.60953,0.78073,0.60974,0.20126382,0.0,423737,0.01905,0.20126,0.95595,0.98334,0.17919,0.42331,0.9174,1.0826,1.2962,0.7038,1.5067,0.4933,1.2894,0.7106,1.3068,0.6932,1.5737,0.4263,1.4801,0.5199,1.2508,0.7492,1.3062,0.6938,1.6537,0.3463
80,80,14.10478,27959.93757,7.76665,0.21527133,0.00099942,423737,0.04506,0.21527,0.87496,0.9838,0.5056,0.71105,0.59317,0.1967695,0.0,423737,0.01854,0.19677,0.84064,0.9893,0.62769,0.79227,0.59256,0.17938321,0.0,423737,0.01852,0.17938,0.95612,0.98331,0.17853,0.42253,0.9084,1.0916,1.2755,0.7245,1.5031,0.4969,1.2902,0.7098,1.3177,0.6823,1.5746,0.4254,1.501,0.499,1.2505,0.7495,1.3089,0.6911,1.6527,0.3473
81,81,14.11362,27934.69133,7.75964,0.20698062,0.00099938,423737,0.04509,0.20698,0.86937,0.98551,0.52819,0.72677,0.59516,0.18640346,0.0,423737,0.0186,0.1864,0.85813,0.99007,0.55879,0.74752,0.63753,0.17460537,0.0,423737,0.01992,0.17461,0.95686,0.98382,0.17552,0.41895,0.9035,1.0965,1.2864,0.7136,1.5135,0.4865,1.2918,0.7082,1.3239,0.6761,1.5845,0.4155,1.508,0.492,1.2455,0.7545,1.3004,0.6996,1.6562,0.3438
82,82,14.31014,27914.25226,7.75396,0.21823331,0.00099934,423737,0.04572,0.21823,0.86681,0.98368,0.53854,0.73386,0.61755,0.30423197,0.0,423737,0.0193,0.30423,0.76744,0.9562,0.91601,0.95709,0.62527,0.28715541,0.0,423737,0.01954,0.28716,0.88289,0.95464,0.47644,0.69025,0.901,1.099,1.3015,0.6985,1.5271,0.4729,1.291,0.709,1.3311,0.6689,1.5989,0.4012,1.5056,0.4944,1.2432,0.7567,1.3023,0.6977,1.6682,0.3318
83,83,14.24399,27892.45031,7.7479,0.21311434,0.00099929,423737,0.04551,0.21311,0.86998,0.98428,0.52573,0.72507,0.64316,0.20351339,0.0,423737,0.0201,0.20351,0.83978,0.98814,0.63105,0.79439,0.6236,0.17548645,0.0,423737,0.01949,0.17549,0.9584,0.98468,0.16926,0.41141,0.9,1.1,1.2795,0.7205,1.5187,0.4813,1.2969,0.7031,1.3403,0.6597,1.616,0.384,1.513,0.487,1.2458,0.7542,1.3036,0.6964,1.6801,0.3199
84,84,14.04719,27866.39242,7.74066,0.21152906,0.00099925,423737,0.04488,0.21153,0.86866,0.98525,0.53106,0.72874,0.5935,0.21946514,0.0,423737,0.01855,0.21947,0.84955,0.98994,0.59257,0.76978,0.58922,0.19988118,0.0,423737,0.01841,0.19988,0.9488,0.98481,0.20831,0.45641,0.8953,1.1047,1.2864,0.7136,1.5321,0.4679,1.3038,0.6962,1.3426,0.6574,1.6324,0.3677,1.5071,0.4929,1.2464,0.7536,1.2955,0.7045,1.6887,0.3113
85,85,14.09362,27841.64718,7.73379,0.20680111,0.00099921,423737,0.04503,0.2068,0.87132,0.98432,0.52032,0.72133,0.59165,0.22698525,0.0,423737,0.01849,0.22699,0.84304,0.98816,0.61821,0.78627,0.59047,0.20740129,0.0,423737,0.01845,0.2074,0.95588,0.98406,0.17948,0.42365,0.9044,1.0956,1.2911,0.7089,1.5491,0.4509,1.321,0.679,1.3338,0.6662,1.6363,0.3637,1.5121,0.4879,1.2461,0.7539,1.296,0.704,1.6928,0.3072
86,86,13.95963,27814.20049,7.72617,0.19791931,0.00099916,423737,0.0446,0.19792,0.87611,0.98665,0.50093,0.70776,0.58648,0.19884554,0.0,423737,0.01833,0.19885,0.84035,0.98879,0.62883,0.79299,0.59654,0.1671617,0.0,423737,0.01864,0.16716,0.95966,0.98635,0.1641,0.40509,0.8985,1.1015,1.3035,0.6965,1.5617,0.4383,1.3251,0.6749,1.3245,0.6755,1.6378,0.3622,1.5204,0.4796,1.2508,0.7492,1.3092,0.6907,1.6892,0.3108
87,87,14.01886,27788.34732,7.71899,0.19829255,0.00099911,423737,0.04479,0.19829,0.87498,0.98659,0.50551,0.71099,0.59788,0.23944793,0.0,423737,0.01868,0.23945,0.85037,0.98858,0.58938,0.76771,0.58799,0.21586875,0.0,423737,0.01837,0.21587,0.95598,0.9852,0.17907,0.42316,0.8907,1.1093,1.3164,0.6836,1.5694,0.4306,1.3161,0.6839,1.352,0.648,1.6435,0.3565,1.5279,0.4721,1.2595,0.7405,1.3168,0.6832,1.702,0.298
88,88,13.9694,27761.69797,7.71158,0.20193916,0.00099906,423737,0.04463,0.20194,0.87692,0.98608,0.49765,0.70545,0.5866,0.20811602,0.0,423737,0.01833,0.20812,0.83962,0.98498,0.63171,0.7948,0.58536,0.1885075,0.0,423737,0.01829,0.18851,0.94532,0.98027,0.22244,0.47164,0.9005,1.0995,1.3107,0.6892,1.5766,0.4234,1.3359,0.6641,1.3641,0.6359,1.662,0.338,1.5205,0.4795,1.2524,0.7476,1.3062,0.6938,1.7026,0.2974
89,89,13.99535,27735.88115,7.70441,0.20713121,0.00099901,423737,0.04471,0.20713,0.86968,0.98448,0.52694,0.72591,0.5932,0.18907731,0.0,423737,0.01854,0.18908,0.85518,0.98775,0.5704,0.75525,0.5916,0.16546238,0.0,423737,0.01849,0.16546,0.95755,0.98582,0.17271,0.41558,0.9071,1.0929,1.313,0.6869,1.5796,0.4204,1.3485,0.6515,1.3662,0.6338,1.6589,0.3411,1.518,0.482,1.2466,0.7534,1.2952,0.7048,1.7116,0.2884
90,90,13.95921,27709.56604,7.6971,0.20117904,0.00099896,423737,0.0446,0.20118,0.87343,0.98581,0.51175,0.71537,0.58475,0.19058783,0.0,423737,0.01827,0.19059,0.85786,0.99001,0.55987,0.74825,0.59719,0.17200859,0.0,423737,0.01866,0.17201,0.95365,0.9851,0.18858,0.43426,0.9097,1.0903,1.322,0.678,1.5635,0.4365,1.3436,0.6564,1.3453,0.6547,1.6557,0.3443,1.5073,0.4927,1.251,0.749,1.3013,0.6987,1.7203,0.2797
91,91,14.01518,27684.68028,7.69019,0.19237691,0.00099891,423737,0.04478,0.19238,0.87583,0.98668,0.50207,0.70857,0.59343,0.19901183,0.0,423737,0.01854,0.19901,0.85622,0.9891,0.56633,0.75255,0.6081,0.17496315,0.0,423737,0.019,0.17496,0.96144,0.9852,0.15686,0.39606,0.9109,1.0891,1.3311,0.6689,1.5812,0.4189,1.349,0.651,1.3547,0.6453,1.6939,0.3061,1.5189,0.4811,1.2588,0.7412,1.3128,0.6872,1.7275,0.2725
92,92,13.95621,27658.81905,7.68301,0.18936809,0.00099886,423737,0.04459,0.18937,0.87739,0.98736,0.49574,0.70409,0.59018,0.19120752,0.0,423737,0.01844,0.19121,0.83941,0.99073,0.63251,0.79531,0.6135,0.15986363,0.0,423737,0.01917,0.15986,0.95684,0.98571,0.17559,0.41904,0.9082,1.0918,1.33,0.67,1.5889,0.4111,1.3574,0.6426,1.3652,0.6348,1.7062,0.2939,1.5316,0.4684,1.2544,0.7456,1.3105,0.6895,1.7328,0.2672
93,93,13.99898,27634.07833,7.67613,0.19877544,0.0009988,423737,0.04473,0.19878,0.87965,0.98529,0.48664,0.6976,0.5978,0.18190295,0.0,423737,0.01868,0.1819,0.8477,0.98486,0.59988,0.77452,0.58507,0.15781364,0.0,423737,0.01828,0.15781,0.95398,0.98103,0.18724,0.43272,0.9194,1.0806,1.3244,0.6755,1.5933,0.4067,1.3609,0.6391,1.368,0.632,1.7151,0.2849,1.5455,0.4545,1.2569,0.7431,1.3009,0.6991,1.7411,0.2589
94,94,13.96374,27608.85721,7.66913,0.20430248,0.00099874,423737,0.04461,0.2043,0.8707,0.98373,0.52282,0.72306,0.59242,0.19642362,0.0,423737,0.01851,0.19642,0.84372,0.99004,0.61556,0.78457,0.59813,0.16607933,0.0,423737,0.01869,0.16608,0.95712,0.98537,0.17446,0.41769,0.9037,1.0963,1.3427,0.6573,1.6014,0.3986,1.3768,0.6232,1.3803,0.6196,1.722,0.278,1.5603,0.4397,1.2567,0.7433,1.309,0.691,1.7409,0.2591
95,95,13.9755,27584.10373,7.66225,0.20563283,0.00099869,423737,0.04465,0.20563,0.8795,0.98517,0.48725,0.69803,0.59906,0.23957612,0.0,423737,0.01872,0.23958,0.85085,0.98584,0.58746,0.76646,0.59824,0.21800593,0.0,423737,0.01869,0.21801,0.95778,0.98467,0.17175,0.41443,0.9076,1.0924,1.3514,0.6486,1.6049,0.3951,1.3882,0.6118,1.3906,0.6094,1.7285,0.2715,1.5561,0.4438,1.2606,0.7394,1.3105,0.6895,1.7464,0.2536
96,96,14.19912,27563.95959,7.65666,0.19165682,0.00099863,423737,0.04536,0.19166,0.88311,0.98685,0.47261,0.68747,0.58702,0.20284862,0.0,423737,0.01834,0.20285,0.8421,0.98916,0.62194,0.78863,0.58485,0.17738562,0.0,423737,0.01828,0.17739,0.95749,0.98515,0.17294,0.41586,0.8951,1.1049,1.346,0.654,1.6098,0.3902,1.3814,0.6186,1.379,0.621,1.7193,0.2807,1.5593,0.4407,1.2628,0.7372,1.31,0.69,1.7441,0.2559
97,97,14.00525,27540.1742,7.65005,0.19634162,0.00099857,423737,0.04475,0.19634,0.88027,0.98638,0.48413,0.6958,0.59522,0.1977813,0.0,423737,0.0186,0.19778,0.85542,0.9892,0.56947,0.75463,0.59872,0.18587684,0.0,423737,0.01871,0.18588,0.95093,0.98403,0.19963,0.4468,0.8897,1.1103,1.347,0.653,1.6123,0.3877,1.3806,0.6194,1.3744,0.6256,1.7213,0.2787,1.5645,0.4355,1.2666,0.7334,1.3112,0.6888,1.7561,0.2439
98,98,13.99237,27516.33904,7.64343,0.18998722,0.00099851,423737,0.0447,0.18999,0.88688,0.98667,0.4574,0.67631,0.58609,0.2604535,0.0,423737,0.01832,0.26045,0.84056,0.98677,0.62801,0.79247,0.58317,0.24392838,0.0,423737,0.01822,0.24393,0.95228,0.98566,0.19412,0.4406,0.8759,1.1241,1.3557,0.6443,1.6104,0.3896,1.3753,0.6247,1.3689,0.6311,1.735,0.265,1.5688,0.4312,1.2574,0.7426,1.3043,0.6957,1.7508,0.2492
99,99,14.00028,27492.85097,7.6369,0.19377822,0.00099844,423737,0.04473,0.19378,0.87875,0.98639,0.49027,0.70019,0.59228,0.21012575,0.0,423737,0.01851,0.21013,0.83966,0.98795,0.63156,0.79471,0.61073,0.19025951,0.0,423737,0.01909,0.19026,0.95232,0.98291,0.19398,0.44043,0.885,1.115,1.3735,0.6265,1.6037,0.3963,1.3739,0.6261,1.3933,0.6067,1.7327,0.2673,1.5672,0.4328,1.2536,0.7464,1.2995,0.7005,1.7454,0.2546
100,100,13.9614,27468.81979,7.63023,0.20437512,0.00099838,423737,0.04461,0.20438,0.8685,0.98445,0.53172,0.72919,0.586,0.17824143,0.0,423737,0.01831,0.17824,0.85854,0.9914,0.55717,0.74644,0.58341,0.15907129,0.0,423737,0.01823,0.15907,0.96191,0.98649,0.15497,0.39366,0.8872,1.1128,1.3812,0.6188,1.6274,0.3726,1.3763,0.6237,1.3995,0.6004,1.7486,0.2514,1.5859,0.414,1.2414,0.7586,1.3044,0.6956,1.7564,0.2436
101,101,14.00482,27445.79406,7.62383,0.18956304,0.00099831,423737,0.04474,0.18956,0.88834,0.98691,0.4515,0.67194,0.6013,0.20194275,0.0,423737,0.01879,0.20194,0.82217,0.98999,0.70044,0.83693,0.60111,0.18760086,0.0,423737,0.01878,0.1876,0.91994,0.98378,0.32569,0.5707,0.8712,1.1288,1.3741,0.6259,1.6402,0.3598,1.3791,0.6209,1.4167,0.5833,1.7477,0.2523,1.5853,0.4147,1.2514,0.7486,1.3125,0.6875,1.769,0.231
102,102,13.97848,27422.45837,7.61735,0.19605632,0.00099825,423737,0.04466,0.19606,0.87862,0.98683,0.49078,0.70056,0.60065,0.21126974,0.0,423737,0.01877,0.21127,0.85557,0.99025,0.56887,0.75424,0.59829,0.20547573,0.0,423737,0.0187,0.20548,0.95267,0.98423,0.19255,0.4388,0.8787,1.1213,1.3676,0.6324,1.6457,0.3543,1.3899,0.6101,1.4035,0.5965,1.7674,0.2326,1.5845,0.4155,1.2482,0.7518,1.3145,0.6855,1.7764,0.2236
103,103,13.98553,27399.43125,7.61095,0.17919685,0.00099818,423737,0.04468,0.1792,0.89083,0.98812,0.44141,0.66438,0.59619,0.18706575,0.0,423737,0.01863,0.18707,0.85223,0.98998,0.58201,0.7629,0.60204,0.16393303,0.0,423737,0.01881,0.16393,0.96288,0.98619,0.15102,0.38861,0.87,1.13,1.3798,0.6202,1.649,0.351,1.392,0.608,1.382,0.618,1.7713,0.2287,1.5906,0.4094,1.245,0.755,1.3127,0.6873,1.7734,0.2266
